site,population,population_order,population_color,date,participant_count
Clinical Site 01,Randomized,2,#3690c0,2015-01-31,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-01,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-02,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-03,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-04,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-05,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-06,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-07,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-08,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-09,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-10,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-11,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-12,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-13,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-14,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-15,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-16,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-17,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-18,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-19,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-20,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-21,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-22,0
Clinical Site 01,Randomized,2,#3690c0,2015-02-23,1
Clinical Site 01,Randomized,2,#3690c0,2015-02-24,1
Clinical Site 01,Randomized,2,#3690c0,2015-02-25,1
Clinical Site 01,Randomized,2,#3690c0,2015-02-26,1
Clinical Site 01,Randomized,2,#3690c0,2015-02-27,1
Clinical Site 01,Randomized,2,#3690c0,2015-02-28,1
Clinical Site 01,Randomized,2,#3690c0,2015-03-01,1
Clinical Site 01,Randomized,2,#3690c0,2015-03-02,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-03,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-04,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-05,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-06,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-07,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-08,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-09,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-10,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-11,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-12,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-13,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-14,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-15,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-16,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-17,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-18,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-19,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-20,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-21,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-22,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-23,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-24,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-25,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-26,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-27,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-28,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-29,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-30,2
Clinical Site 01,Randomized,2,#3690c0,2015-03-31,2
Clinical Site 01,Randomized,2,#3690c0,2015-04-01,2
Clinical Site 01,Randomized,2,#3690c0,2015-04-02,2
Clinical Site 01,Randomized,2,#3690c0,2015-04-03,2
Clinical Site 01,Randomized,2,#3690c0,2015-04-04,4
Clinical Site 01,Randomized,2,#3690c0,2015-04-05,4
Clinical Site 01,Randomized,2,#3690c0,2015-04-06,4
Clinical Site 01,Randomized,2,#3690c0,2015-04-07,4
Clinical Site 01,Randomized,2,#3690c0,2015-04-08,4
Clinical Site 01,Randomized,2,#3690c0,2015-04-09,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-10,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-11,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-12,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-13,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-14,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-15,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-16,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-17,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-18,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-19,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-20,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-21,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-22,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-23,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-24,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-25,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-26,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-27,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-28,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-29,5
Clinical Site 01,Randomized,2,#3690c0,2015-04-30,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-01,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-02,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-03,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-04,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-05,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-06,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-07,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-08,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-09,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-10,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-11,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-12,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-13,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-14,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-15,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-16,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-17,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-18,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-19,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-20,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-21,5
Clinical Site 01,Randomized,2,#3690c0,2015-05-22,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-23,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-24,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-25,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-26,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-27,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-28,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-29,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-30,6
Clinical Site 01,Randomized,2,#3690c0,2015-05-31,6
Clinical Site 01,Randomized,2,#3690c0,2015-06-01,6
Clinical Site 01,Randomized,2,#3690c0,2015-06-02,6
Clinical Site 01,Randomized,2,#3690c0,2015-06-03,6
Clinical Site 01,Randomized,2,#3690c0,2015-06-04,6
Clinical Site 01,Randomized,2,#3690c0,2015-06-05,6
Clinical Site 01,Randomized,2,#3690c0,2015-06-06,7
Clinical Site 01,Randomized,2,#3690c0,2015-06-07,7
Clinical Site 01,Randomized,2,#3690c0,2015-06-08,7
Clinical Site 01,Randomized,2,#3690c0,2015-06-09,7
Clinical Site 01,Randomized,2,#3690c0,2015-06-10,8
Clinical Site 01,Randomized,2,#3690c0,2015-06-11,8
Clinical Site 01,Randomized,2,#3690c0,2015-06-12,8
Clinical Site 01,Randomized,2,#3690c0,2015-06-13,8
Clinical Site 01,Randomized,2,#3690c0,2015-06-14,8
Clinical Site 01,Randomized,2,#3690c0,2015-06-15,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-16,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-17,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-18,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-19,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-20,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-21,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-22,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-23,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-24,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-25,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-26,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-27,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-28,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-29,10
Clinical Site 01,Randomized,2,#3690c0,2015-06-30,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-01,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-02,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-03,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-04,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-05,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-06,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-07,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-08,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-09,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-10,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-11,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-12,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-13,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-14,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-15,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-16,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-17,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-18,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-19,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-20,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-21,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-22,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-23,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-24,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-25,10
Clinical Site 01,Randomized,2,#3690c0,2015-07-26,11
Clinical Site 01,Randomized,2,#3690c0,2015-07-27,11
Clinical Site 01,Randomized,2,#3690c0,2015-07-28,11
Clinical Site 01,Randomized,2,#3690c0,2015-07-29,12
Clinical Site 01,Randomized,2,#3690c0,2015-07-30,12
Clinical Site 01,Randomized,2,#3690c0,2015-07-31,12
Clinical Site 01,Randomized,2,#3690c0,2015-08-01,12
Clinical Site 01,Randomized,2,#3690c0,2015-08-02,12
Clinical Site 01,Randomized,2,#3690c0,2015-08-03,12
Clinical Site 01,Randomized,2,#3690c0,2015-08-04,12
Clinical Site 01,Randomized,2,#3690c0,2015-08-05,12
Clinical Site 01,Randomized,2,#3690c0,2015-08-06,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-07,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-08,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-09,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-10,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-11,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-12,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-13,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-14,13
Clinical Site 01,Randomized,2,#3690c0,2015-08-15,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-16,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-17,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-18,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-19,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-20,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-21,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-22,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-23,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-24,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-25,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-26,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-27,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-28,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-29,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-30,14
Clinical Site 01,Randomized,2,#3690c0,2015-08-31,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-01,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-02,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-03,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-04,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-05,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-06,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-07,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-08,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-09,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-10,14
Clinical Site 01,Randomized,2,#3690c0,2015-09-11,15
Clinical Site 01,Randomized,2,#3690c0,2015-09-12,15
Clinical Site 01,Randomized,2,#3690c0,2015-09-13,15
Clinical Site 01,Randomized,2,#3690c0,2015-09-14,15
Clinical Site 01,Randomized,2,#3690c0,2015-09-15,15
Clinical Site 01,Randomized,2,#3690c0,2015-09-16,15
Clinical Site 01,Randomized,2,#3690c0,2015-09-17,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-18,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-19,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-20,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-21,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-22,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-23,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-24,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-25,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-26,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-27,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-28,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-29,16
Clinical Site 01,Randomized,2,#3690c0,2015-09-30,16
Clinical Site 01,Randomized,2,#3690c0,2015-10-01,16
Clinical Site 01,Randomized,2,#3690c0,2015-10-02,16
Clinical Site 01,Randomized,2,#3690c0,2015-10-03,16
Clinical Site 01,Randomized,2,#3690c0,2015-10-04,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-05,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-06,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-07,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-08,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-09,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-10,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-11,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-12,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-13,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-14,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-15,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-16,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-17,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-18,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-19,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-20,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-21,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-22,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-23,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-24,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-25,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-26,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-27,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-28,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-29,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-30,17
Clinical Site 01,Randomized,2,#3690c0,2015-10-31,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-01,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-02,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-03,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-04,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-05,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-06,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-07,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-08,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-09,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-10,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-11,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-12,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-13,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-14,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-15,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-16,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-17,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-18,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-19,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-20,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-21,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-22,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-23,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-24,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-25,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-26,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-27,17
Clinical Site 01,Randomized,2,#3690c0,2015-11-28,18
Clinical Site 01,Randomized,2,#3690c0,2015-11-29,18
Clinical Site 01,Randomized,2,#3690c0,2015-11-30,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-01,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-02,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-03,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-04,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-05,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-06,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-07,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-08,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-09,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-10,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-11,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-12,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-13,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-14,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-15,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-16,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-17,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-18,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-19,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-20,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-21,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-22,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-23,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-24,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-25,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-26,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-27,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-28,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-29,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-30,19
Clinical Site 01,Randomized,2,#3690c0,2015-12-31,19
Clinical Site 01,Randomized,2,#3690c0,2016-01-01,20
Clinical Site 01,Randomized,2,#3690c0,2016-01-02,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-03,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-04,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-05,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-06,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-07,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-08,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-09,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-10,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-11,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-12,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-13,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-14,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-15,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-16,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-17,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-18,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-19,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-20,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-21,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-22,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-23,21
Clinical Site 01,Randomized,2,#3690c0,2016-01-24,22
Clinical Site 01,Randomized,2,#3690c0,2016-01-25,22
Clinical Site 01,Randomized,2,#3690c0,2016-01-26,22
Clinical Site 01,Randomized,2,#3690c0,2016-01-27,22
Clinical Site 01,Randomized,2,#3690c0,2016-01-28,22
Clinical Site 01,Randomized,2,#3690c0,2016-01-29,22
Clinical Site 01,Randomized,2,#3690c0,2016-01-30,22
Clinical Site 01,Randomized,2,#3690c0,2016-01-31,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-01,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-02,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-03,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-04,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-05,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-06,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-07,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-08,22
Clinical Site 01,Randomized,2,#3690c0,2016-02-09,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-10,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-11,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-12,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-13,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-14,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-15,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-16,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-17,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-18,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-19,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-20,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-21,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-22,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-23,23
Clinical Site 01,Randomized,2,#3690c0,2016-02-24,23
Clinical Site 01,Target,3,#034e7b,2015-01-01,0.0835654596100279
Clinical Site 01,Target,3,#034e7b,2015-01-02,0.167130919220056
Clinical Site 01,Target,3,#034e7b,2015-01-03,0.250696378830084
Clinical Site 01,Target,3,#034e7b,2015-01-04,0.334261838440111
Clinical Site 01,Target,3,#034e7b,2015-01-05,0.417827298050139
Clinical Site 01,Target,3,#034e7b,2015-01-06,0.501392757660167
Clinical Site 01,Target,3,#034e7b,2015-01-07,0.584958217270195
Clinical Site 01,Target,3,#034e7b,2015-01-08,0.668523676880223
Clinical Site 01,Target,3,#034e7b,2015-01-09,0.752089136490251
Clinical Site 01,Target,3,#034e7b,2015-01-10,0.835654596100279
Clinical Site 01,Target,3,#034e7b,2015-01-11,0.919220055710306
Clinical Site 01,Target,3,#034e7b,2015-01-12,1.00278551532033
Clinical Site 01,Target,3,#034e7b,2015-01-13,1.08635097493036
Clinical Site 01,Target,3,#034e7b,2015-01-14,1.16991643454039
Clinical Site 01,Target,3,#034e7b,2015-01-15,1.25348189415042
Clinical Site 01,Target,3,#034e7b,2015-01-16,1.33704735376045
Clinical Site 01,Target,3,#034e7b,2015-01-17,1.42061281337047
Clinical Site 01,Target,3,#034e7b,2015-01-18,1.5041782729805
Clinical Site 01,Target,3,#034e7b,2015-01-19,1.58774373259053
Clinical Site 01,Target,3,#034e7b,2015-01-20,1.67130919220056
Clinical Site 01,Target,3,#034e7b,2015-01-21,1.75487465181059
Clinical Site 01,Target,3,#034e7b,2015-01-22,1.83844011142061
Clinical Site 01,Target,3,#034e7b,2015-01-23,1.92200557103064
Clinical Site 01,Target,3,#034e7b,2015-01-24,2.00557103064067
Clinical Site 01,Target,3,#034e7b,2015-01-25,2.0891364902507
Clinical Site 01,Target,3,#034e7b,2015-01-26,2.17270194986072
Clinical Site 01,Target,3,#034e7b,2015-01-27,2.25626740947075
Clinical Site 01,Target,3,#034e7b,2015-01-28,2.33983286908078
Clinical Site 01,Target,3,#034e7b,2015-01-29,2.42339832869081
Clinical Site 01,Target,3,#034e7b,2015-01-30,2.50696378830084
Clinical Site 01,Target,3,#034e7b,2015-01-31,2.59052924791086
Clinical Site 01,Target,3,#034e7b,2015-02-01,2.67409470752089
Clinical Site 01,Target,3,#034e7b,2015-02-02,2.75766016713092
Clinical Site 01,Target,3,#034e7b,2015-02-03,2.84122562674095
Clinical Site 01,Target,3,#034e7b,2015-02-04,2.92479108635098
Clinical Site 01,Target,3,#034e7b,2015-02-05,3.008356545961
Clinical Site 01,Target,3,#034e7b,2015-02-06,3.09192200557103
Clinical Site 01,Target,3,#034e7b,2015-02-07,3.17548746518106
Clinical Site 01,Target,3,#034e7b,2015-02-08,3.25905292479109
